"";"rt";"subject";"condition";"condition_code";"measure";"measure_code";"val";"type";"type_specific";"category";"cs_selected";"target";"nr_pres";"response"
"32945";961;"gog79rk46k";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"3";"3/CS8";"17";15;0
"32950";780;"gog79rk46k";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS1";"22";16;0
"32954";633;"gog79rk46k";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS3";"5";17;1
"32958";1245;"gog79rk46k";"one_one";"1";"indirect_first";"0";"neg";"GS";"abstract";"1";"1/ma";"40";18;1
"32962";1385;"gog79rk46k";"one_one";"1";"indirect_first";"0";"neg";"GS";"abstract";"3";"3/wang";"25";19;0
"32966";502;"gog79rk46k";"one_one";"1";"indirect_first";"0";"pos";"GS";"abstract";"4";"4/lin";"18";20;1
"32970";734;"gog79rk46k";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"2";"2/GS2";"41";21;1
"32974";623;"gog79rk46k";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"3";"3/GS1";"2";22;0
"32978";707;"gog79rk46k";"one_one";"1";"indirect_first";"0";"pos";"GS";"abstract";"2";"2/men";"15";23;1
"32982";708;"gog79rk46k";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"3";"3/GS3";"42";24;0
"32986";691;"gog79rk46k";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"1";"1/GS2";"47";25;1
"32990";1044;"gog79rk46k";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS2";"48";26;1
"32994";568;"gog79rk46k";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"3";"3/GS2";"9";27;0
"32998";628;"gog79rk46k";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"2";"2/GS3";"29";28;1
"33002";921;"gog79rk46k";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"1";"1/GS1";"26";29;1
"33006";1452;"gog79rk46k";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"1";"1/GS3";"16";30;1
"33010";444;"gog79rk46k";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"2";"2/GS1";"3";31;0
"33177";2220;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"2";"2/CS5";"31";0;1
"33181";9524;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS9";"1";1;0
"33185";2142;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS4";"44";2;1
"33189";2043;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS6";"32";3;0
"33193";2195;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS5";"11";4;1
"33197";1137;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS9";"29";5;0
"33201";1129;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"2";"2/CS4";"33";6;1
"33205";745;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS1";"48";7;0
"33209";1669;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"4";"4/CS2";"35";8;1
"33213";633;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS7";"30";9;0
"33217";517;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS6";"8";10;1
"33221";886;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"2";"2/CS8";"18";11;0
"33225";251;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS2";"36";12;1
"33229";570;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS4";"7";13;0
"33233";543;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"2";"2/CS1";"27";14;1
"33237";476;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS1";"23";15;0
"33242";1205;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS3";"15";16;0
"33246";800;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS1";"21";17;1
"33250";503;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS1";"45";18;1
"33254";845;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS2";"20";19;1
"33258";468;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"1";"1/ma";"2";20;0
"33262";487;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS2";"14";21;0
"33266";855;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS3";"38";22;0
"33270";1272;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS3";"42";23;1
"33274";984;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"2";"2/GS2";"5";24;1
"33278";648;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"2";"2/GS1";"16";25;0
"33282";1116;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"2";"2/men";"34";26;0
"33286";476;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"4";"4/lin";"10";27;1
"33290";885;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS1";"13";28;0
"33294";567;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"2";"2/GS3";"40";29;1
"33298";622;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS2";"37";30;1
"33302";355;"gqu9j3c27l";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"3";"3/wang";"3";31;0
"33775";2536;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS8";"38";0;1
"33779";747;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS7";"6";1;1
"33783";867;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS9";"20";2;0
"33787";1019;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS1";"44";3;1
"33791";1315;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS7";"26";4;1
"33795";653;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS4";"32";5;0
"33799";964;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS1";"14";6;1
"33803";722;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS3";"31";7;0
"33807";841;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS8";"12";8;0
"33811";741;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS6";"24";9;0
"33815";617;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS5";"41";10;1
"33819";780;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS10";"19";11;1
"33823";1195;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS10";"30";12;0
"33827";915;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS6";"17";13;0
"33831";431;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS3";"4";14;1
"33835";1022;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS7";"28";15;0
"33840";619;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"4";"4/lin";"35";16;1
"33844";515;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS3";"3";17;0
"33848";489;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS1";"1";18;1
"33852";555;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS3";"43";19;0
"33856";420;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS2";"7";20;1
"33860";525;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS2";"11";21;1
"33864";754;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"1";"1/ma";"46";22;1
"33868";500;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS1";"37";23;1
"33872";372;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS1";"27";24;0
"33876";661;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS3";"23";25;1
"33880";526;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"3";"3/wang";"8";26;0
"33884";647;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS1";"39";27;1
"33888";1141;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS2";"10";28;1
"33892";748;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS3";"22";29;0
"33896";778;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"2";"2/men";"15";30;0
"33900";584;"gy7bbd1bvj";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS2";"18";31;0
"34034";1648;"gyujd0ok02";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS6";"23";0;0
"34038";1667;"gyujd0ok02";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS3";"25";1;0
"34042";1402,00000000012;"gyujd0ok02";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS7";"48";2;1
"34046";2114,00000000012;"gyujd0ok02";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS7";"37";3;1
"34050";4765;"gyujd0ok02";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS2";"6";4;0
"34054";3114;"gyujd0ok02";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS10";"29";5;1
"34058";823,000000000116;"gyujd0ok02";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS5";"21";6;1
"34062";4486;"gyujd0ok02";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS5";"35";7;0
"34066";491;"gyujd0ok02";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS10";"32";8;1
"34070";1149;"gyujd0ok02";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS2";"5";9;1
"34074";2830,99999999988;"gyujd0ok02";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS8";"28";10;1
"34078";1979;"gyujd0ok02";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS10";"11";11;1
"34082";1363,99999999988;"gyujd0ok02";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"3";"3/CS3";"30";12;1
"34086";1488,99999999988;"gyujd0ok02";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS6";"18";13;1
"34090";1314;"gyujd0ok02";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS4";"19";14;0
"34094";1081;"gyujd0ok02";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS5";"3";15;1
"34099";909;"gyujd0ok02";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS3";"45";16;0
"34103";1422;"gyujd0ok02";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"2";"2/men";"12";17;0
"34107";7065;"gyujd0ok02";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS1";"33";18;1
"34111";1296;"gyujd0ok02";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS2";"17";19;0
"34115";1220;"gyujd0ok02";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS2";"22";20;1
"34119";604;"gyujd0ok02";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS3";"4";21;1
"34123";950;"gyujd0ok02";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS3";"44";22;1
"34127";778;"gyujd0ok02";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS2";"14";23;1
"34131";447;"gyujd0ok02";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS1";"2";24;1
"34135";1067,99999999988;"gyujd0ok02";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"4";"4/lin";"36";25;1
"34139";4359;"gyujd0ok02";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS1";"9";26;0
"34143";1134,00000000012;"gyujd0ok02";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS2";"20";27;0
"34147";628,000000000116;"gyujd0ok02";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS3";"13";28;1
"34151";498;"gyujd0ok02";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"3";"3/wang";"47";29;1
"34155";649;"gyujd0ok02";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"1";"1/ma";"40";30;0
"34159";854;"gyujd0ok02";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS1";"31";31;1
"34260";3646;"h085msm1gk";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"3";"3/CS10";"36";0;0
"34264";3849;"h085msm1gk";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS10";"26";1;1
"34268";2237,00000000006;"h085msm1gk";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"4";"4/CS2";"41";2;1
"34272";1391,00000000006;"h085msm1gk";"one_one";"1";"indirect_first";"0";"pos";"CS";"CS";"4";"4/CS9";"47";3;1
"34276";1669;"h085msm1gk";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS1";"33";4;1
"34280";1033;"h085msm1gk";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS9";"25";5;1
"34284";736;"h085msm1gk";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS8";"3";6;0
"34288";564;"h085msm1gk";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"4";"4/CS3";"5";7;1
"34292";1298;"h085msm1gk";"one_one";"1";"indirect_first";"0";"neg";"CS";"CS";"3";"3/CS9";"12";8;0
"34296";995;"h085msm1gk";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"3";"3/CS4";"24";9;0
"34300";676;"h085msm1gk";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"3";"3/CS6";"48";10;1
"34304";732;"h085msm1gk";"one_one";"1";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS4";"34";11;1
"34308";586;"h085msm1gk";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS4";"18";12;0
"34312";571;"h085msm1gk";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS2";"43";13;0
"34316";1141;"h085msm1gk";"one_one";"1";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS7";"20";14;0
"34320";431;"h085msm1gk";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"4";"4/CS8";"1";15;1
"34325";941;"h085msm1gk";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS2";"29";16;0
"34329";926;"h085msm1gk";"one_one";"1";"indirect_first";"0";"pos";"GS";"abstract";"1";"1/ma";"21";17;1
"34333";514;"h085msm1gk";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"3";"3/GS3";"28";18;0
"34337";729;"h085msm1gk";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS2";"19";19;0
"34341";554,999999999942;"h085msm1gk";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS2";"17";20;0
"34345";608;"h085msm1gk";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS3";"23";21;0
"34349";1272,99999999994;"h085msm1gk";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS3";"27";22;0
"34353";508,999999999942;"h085msm1gk";"one_one";"1";"indirect_first";"0";"pos";"GS";"abstract";"4";"4/lin";"30";23;1
"34357";602;"h085msm1gk";"one_one";"1";"indirect_first";"0";"neg";"GS";"abstract";"2";"2/men";"42";24;1
"34361";617;"h085msm1gk";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"3";"3/GS2";"40";25;0
"34365";502;"h085msm1gk";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS3";"37";26;1
"34369";597;"h085msm1gk";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"4";"4/GS1";"31";27;0
"34373";533,999999999942;"h085msm1gk";"one_one";"1";"indirect_first";"0";"neg";"GS";"abstract";"3";"3/wang";"16";28;0
"34377";432,000000000058;"h085msm1gk";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS1";"45";29;1
"34381";845;"h085msm1gk";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS1";"35";30;1
"34385";1231;"h085msm1gk";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"3";"3/GS1";"32";31;0
"34552";1671;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS4";"10";0;1
"34556";1337;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS1";"30";1;1
"34560";1132;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"neg";"CS";"CS";"2";"2/CS2";"42";2;0
"34564";958;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"2";"2/CS8";"43";3;1
"34568";991;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"4";"4/CS9";"5";4;1
"34572";922;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS4";"37";5;1
"34576";850;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS2";"38";6;0
"34580";1342;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS4";"23";7;0
"34584";930;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS7";"12";8;1
"34588";973;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS6";"48";9;1
"34592";674;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS8";"1";10;1
"34596";1401;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"2";"2/CS9";"27";11;1
"34600";526;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS5";"22";12;1
"34604";566;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS9";"39";13;1
"34608";596;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS5";"16";14;0
"34612";874;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"neg";"GS";"GSold";"2";"2/CS10";"29";15;1
"34617";516;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"1";"1/ma";"25";16;0
"34621";961;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS2";"47";17;0
"34625";938;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS3";"32";18;1
"34629";1053;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"2";"2/men";"11";19;0
"34633";483;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS1";"26";20;0
"34637";880;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"2";"2/GS1";"31";21;1
"34641";707;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS2";"41";22;1
"34645";739;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS3";"21";23;0
"34649";593;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS3";"8";24;0
"34653";572;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS1";"36";25;0
"34657";868;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"2";"2/GS2";"19";26;0
"34661";670;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"pos";"GS";"abstract";"4";"4/lin";"20";27;0
"34665";598;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"2";"2/GS3";"17";28;1
"34669";524;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS2";"15";29;1
"34673";606;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS1";"9";30;1
"34677";686;"h7vjpp5p2h";"one_one";"1";"direct_first";"1";"neg";"GS";"abstract";"3";"3/wang";"46";31;1
"34827";6631,07999996282;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS4";"6";0;0
"34831";4049,76999992505;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"3";"3/CS9";"44";1;1
"34835";2457,60499988683;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS7";"9";2;1
"34839";1012,28499994613;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS5";"42";3;0
"34843";1143,12000013888;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"3";"3/CS6";"11";4;0
"34847";990,359999937937;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS5";"20";5;1
"34851";941,494999919087;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS10";"45";6;0
"34855";1062,6850000117;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS4";"23";7;1
"34859";917,709999950603;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS2";"13";8;0
"34863";712,319999933243;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS9";"33";9;0
"34867";662,105000112206;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS10";"5";10;0
"34871";560,275000054389;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS7";"8";11;1
"34875";657,254999969155;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"3";"3/CS4";"7";12;1
"34879";1029,25500017591;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS1";"46";13;0
"34883";704,469999996945;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"1";"1/CS8";"17";14;0
"34887";582,089999923483;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS6";"10";15;1
"34891";591,725000180304;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"3";"3/CS2";"29";16;1
"34895";849,479999858886;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS8";"37";17;0
"34899";686,184999998659;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS3";"27";18;1
"34903";1054,34499983676;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"1";"1/CS3";"1";19;1
"34907";1285,27499991469;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"3";"3/CS3";"3";20;0
"34911";1004,30999998935;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"2";"2/CS7";"2";21;1
"34915";552,829999942333;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"4";"4/CS2";"18";22;0
"34919";900,454999879003;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"3";"3/CS7";"41";23;0
"34924";914,644999895245;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS1";"25";24;1
"34928";642,185000004247;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"2";"2/CS10";"38";25;1
"34932";660,075000021607;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS3";"15";26;1
"34936";531,149999937043;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS2";"43";27;0
"34940";952,610000036657;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"2";"2/GS1";"22";28;1
"34944";645,060000009835;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"GS";"abstract";"3";"3/wang";"35";29;1
"34948";489,43500011228;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS2";"30";30;0
"34952";541,704999981448;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"3";"3/GS1";"14";31;0
"34956";459,71000008285;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"4";"4/GS3";"24";32;0
"34960";732,444999972358;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"4";"4/CS6";"48";33;0
"34964";725,0800000038;"h8e0vbwe0z";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"1";"1/GS3";"12";34;0
